customer_id,recency,frequency,monetary,avg_order_value,total_items,discount_rate,unique_categories,R_score,F_score,M_score,RFM_score,segment
CUST03672,82,46,4197.5199999999995,91.25043478260868,236,0.21739130434782608,10,3,4,4,11,Loyal Customers
CUST03673,55,82,9597.76,117.04585365853659,403,0.35365853658536583,10,4,5,5,14,Champions
CUST03674,139,24,10288.31,428.6795833333333,120,0.20833333333333334,9,2,4,5,11,At Risk
CUST03675,55,12,856.1,71.34166666666667,52,0.25,6,4,3,2,9,Loyal Customers
CUST03676,76,27,3121.69,115.61814814814815,131,0.4444444444444444,9,3,4,4,11,Loyal Customers
CUST03677,60,89,9059.8,101.79550561797753,445,0.2808988764044944,10,4,5,5,14,Champions
CUST03678,67,20,1749.9199999999998,87.496,102,0.1,7,4,3,3,10,Loyal Customers
CUST03679,56,44,2432.82,55.29136363636364,247,0.29545454545454547,9,4,4,3,11,Champions
CUST03680,353,6,369.95,61.65833333333333,30,0.3333333333333333,3,1,2,2,5,Lost Customers
CUST03681,6,1,39.26,39.26,1,0.0,1,5,1,1,7,Recent Customers
CUST03682,86,21,1857.08,88.43238095238095,93,0.42857142857142855,8,3,3,3,9,Loyal Customers
CUST03683,70,4,337.12,84.28,24,0.5,4,4,2,2,8,Recent Customers
CUST03684,124,7,424.18,60.597142857142856,29,0.2857142857142857,6,2,2,2,6,Lost Customers
CUST03685,103,109,9721.23,89.18559633027523,534,0.29357798165137616,10,2,5,5,12,At Risk
CUST03686,86,82,7553.95,92.12134146341464,424,0.3170731707317073,10,3,5,5,13,Loyal Customers
CUST03687,485,5,371.84000000000003,74.36800000000001,25,0.0,4,1,2,2,5,Lost Customers
CUST03688,230,5,562.57,112.51400000000001,32,0.4,3,1,2,2,5,Lost Customers
CUST03689,64,14,1051.06,75.07571428571428,84,0.21428571428571427,7,4,3,3,10,Loyal Customers
CUST03690,103,39,3630.23,93.08282051282052,208,0.20512820512820512,9,2,4,4,10,At Risk
CUST03691,227,5,2585.06,517.012,27,0.4,2,1,2,4,7,Lost Customers
CUST03692,45,94,9181.73,97.67797872340425,493,0.32978723404255317,10,4,5,5,14,Champions
CUST03693,12,16,1248.43,78.026875,73,0.3125,7,5,3,3,11,Loyal Customers
CUST03694,51,43,5956.72,138.52837209302325,243,0.4186046511627907,9,4,4,5,13,Champions
CUST03695,235,58,5125.94,88.37827586206896,268,0.2413793103448276,9,1,5,4,10,At Risk
CUST03696,48,66,15366.1,232.81969696969696,330,0.25757575757575757,10,4,5,5,14,Champions
CUST03697,31,84,8389.33,99.8729761904762,461,0.27380952380952384,10,5,5,5,15,Champions
CUST03698,37,92,9137.74,99.32326086956522,461,0.2717391304347826,10,5,5,5,15,Champions
CUST03699,178,4,298.39,74.5975,11,0.25,4,2,2,1,5,Lost Customers
CUST03700,98,1,35.51,35.51,8,0.0,1,3,1,1,5,Potential Loyalists
CUST03701,88,98,9452.35,96.45255102040817,480,0.32653061224489793,10,3,5,5,13,Loyal Customers
CUST03702,67,56,5772.72,103.08428571428571,313,0.35714285714285715,10,4,4,4,12,Champions
CUST03703,189,17,864.63,50.86058823529412,75,0.29411764705882354,7,2,3,2,7,Potential Loyalists
CUST03704,35,200,19402.5,97.0125,1002,0.275,10,5,5,5,15,Champions
CUST03705,241,32,3275.58,102.361875,161,0.28125,8,1,4,4,9,At Risk
CUST03706,13,30,3690.4,123.01333333333334,158,0.3,8,5,4,4,13,Champions
CUST03707,47,44,4383.14,99.61681818181819,226,0.2727272727272727,10,4,4,4,12,Champions
CUST03708,26,19,2463.65,129.6657894736842,81,0.2631578947368421,6,5,3,3,11,Loyal Customers
CUST03709,325,24,2132.5,88.85416666666667,122,0.25,9,1,4,3,8,At Risk
CUST03710,54,6,379.02,63.169999999999995,34,0.16666666666666666,3,4,2,2,8,Recent Customers
CUST03711,285,9,740.83,82.31444444444445,47,0.6666666666666666,3,1,2,2,5,Lost Customers
CUST03712,42,66,6128.24,92.8521212121212,314,0.30303030303030304,10,5,5,5,15,Champions
CUST03713,222,11,1059.45,96.31363636363636,42,0.2727272727272727,5,2,3,3,8,Potential Loyalists
CUST03714,47,101,8482.96,83.98970297029702,475,0.3069306930693069,10,4,5,5,14,Champions
CUST03715,113,4,991.72,247.93,13,0.5,4,2,2,2,6,Lost Customers
CUST03716,133,15,3788.7200000000003,252.58133333333336,67,0.6,7,2,3,4,9,Potential Loyalists
CUST03717,35,34,2870.57,84.42852941176471,186,0.20588235294117646,8,5,4,4,13,Champions
CUST03718,14,1,33.64,33.64,8,0.0,1,5,1,1,7,Recent Customers
CUST03719,141,11,814.64,74.05818181818182,61,0.45454545454545453,6,2,3,2,7,Potential Loyalists
CUST03720,370,34,3374.98,99.26411764705882,171,0.35294117647058826,8,1,4,4,9,At Risk
CUST03721,220,19,2220.0,116.84210526315789,101,0.47368421052631576,9,2,3,3,8,Potential Loyalists
CUST03722,44,124,11334.78,91.40951612903227,612,0.25,10,4,5,5,14,Champions
CUST03723,323,46,3928.2599999999998,85.39695652173913,207,0.32608695652173914,10,1,4,4,9,At Risk
CUST03724,160,1,63.73,63.73,1,1.0,1,2,1,1,4,Lost Customers
CUST03725,39,15,867.91,57.86066666666667,91,0.13333333333333333,8,5,3,2,10,Loyal Customers
CUST03726,190,24,1253.71,52.23791666666667,128,0.2916666666666667,7,2,4,3,9,At Risk
CUST03727,50,73,5279.21,72.31794520547945,402,0.273972602739726,10,4,5,4,13,Champions
CUST03728,278,7,687.0600000000001,98.15142857142858,40,0.5714285714285714,4,1,2,2,5,Lost Customers
CUST03729,62,200,19847.52,99.2376,958,0.28,10,4,5,5,14,Champions
CUST03730,228,15,1031.33,68.75533333333333,59,0.13333333333333333,7,1,3,3,7,Potential Loyalists
CUST03731,69,33,3685.34,111.6769696969697,169,0.2727272727272727,7,4,4,4,12,Champions
CUST03732,55,4,185.89000000000001,46.472500000000004,27,0.0,3,4,2,1,7,Recent Customers
CUST03733,89,3,611.78,203.92666666666665,17,0.6666666666666666,2,3,2,2,7,Potential Loyalists
CUST03734,97,38,3539.98,93.15736842105264,198,0.3684210526315789,9,3,4,4,11,Loyal Customers
CUST03735,21,64,6771.07,105.79796875,294,0.296875,10,5,5,5,15,Champions
CUST03736,68,15,1050.04,70.00266666666667,74,0.3333333333333333,8,4,3,3,10,Loyal Customers
CUST03737,65,26,2783.91,107.07346153846153,121,0.2692307692307692,8,4,4,4,12,Champions
CUST03738,54,1,66.38,66.38,7,0.0,1,4,1,1,6,Recent Customers
CUST03739,39,59,16755.23,283.98694915254237,308,0.22033898305084745,10,5,5,5,15,Champions
CUST03740,81,1,393.36,393.36,9,0.0,1,3,1,2,6,Potential Loyalists
CUST03741,81,200,22133.91,110.66955,984,0.335,10,3,5,5,13,Loyal Customers
CUST03742,44,15,982.39,65.49266666666666,66,0.13333333333333333,6,4,3,2,9,Loyal Customers
CUST03743,416,1,121.3,121.3,4,0.0,1,1,1,1,3,Lost Customers
CUST03744,73,85,8580.41,100.946,407,0.27058823529411763,10,3,5,5,13,Loyal Customers
CUST03745,131,10,506.11,50.611000000000004,66,0.2,6,2,3,2,7,Potential Loyalists
CUST03746,61,1,77.6,77.6,6,1.0,1,4,1,1,6,Recent Customers
CUST03747,83,82,8755.24,106.77121951219512,362,0.3170731707317073,10,3,5,5,13,Loyal Customers
CUST03748,68,20,1395.81,69.7905,111,0.5,7,4,3,3,10,Loyal Customers
CUST03749,304,2,116.65,58.325,14,0.5,2,1,1,1,3,Lost Customers
CUST03750,200,9,2412.5099999999998,268.0566666666666,29,0.3333333333333333,4,2,2,3,7,Lost Customers
CUST03751,79,32,8825.67,275.8021875,148,0.25,10,3,4,5,12,Loyal Customers
CUST03752,71,13,2463.04,189.46461538461537,57,0.3076923076923077,6,4,3,3,10,Loyal Customers
CUST03753,81,30,3207.12,106.904,143,0.26666666666666666,10,3,4,4,11,Loyal Customers
CUST03754,45,11,2921.34,265.5763636363636,54,0.36363636363636365,7,4,3,4,11,Loyal Customers
CUST03755,128,36,2125.16,59.03222222222222,168,0.25,10,2,4,3,9,At Risk
CUST03756,74,3,349.94,116.64666666666666,12,0.0,2,3,2,2,7,Potential Loyalists
CUST03757,54,7,667.21,95.3157142857143,45,0.14285714285714285,6,4,2,2,8,Recent Customers
CUST03758,94,32,3307.59,103.3621875,176,0.21875,7,3,4,4,11,Loyal Customers
CUST03759,280,11,897.6,81.60000000000001,51,0.2727272727272727,5,1,3,2,6,Potential Loyalists
CUST03760,35,7,592.0,84.57142857142857,39,0.42857142857142855,6,5,2,2,9,Recent Customers
CUST03761,87,162,17136.79,105.78265432098766,807,0.3395061728395062,10,3,5,5,13,Loyal Customers
CUST03762,42,13,1068.16,82.16615384615385,53,0.15384615384615385,5,5,3,3,11,Loyal Customers
CUST03763,72,200,19727.76,98.63879999999999,1036,0.3,10,3,5,5,13,Loyal Customers
CUST03764,313,8,573.72,71.715,45,0.25,3,1,2,2,5,Lost Customers
CUST03765,117,1,205.93,205.93,8,0.0,1,2,1,1,4,Lost Customers
CUST03766,40,7,925.44,132.2057142857143,39,0.2857142857142857,5,5,2,2,9,Recent Customers
CUST03767,57,28,7009.74,250.34785714285712,146,0.42857142857142855,8,4,4,5,13,Champions
CUST03768,98,23,1741.51,75.71782608695652,138,0.30434782608695654,10,3,3,3,9,Loyal Customers
CUST03769,191,1,54.72,54.72,2,0.0,1,2,1,1,4,Lost Customers
CUST03770,31,49,13788.98,281.4077551020408,234,0.20408163265306123,10,5,4,5,14,Champions
CUST03771,57,9,588.41,65.37888888888888,53,0.3333333333333333,7,4,2,2,8,Recent Customers
CUST03772,118,1,92.29,92.29,4,0.0,1,2,1,1,4,Lost Customers
CUST03773,73,138,13270.619999999999,96.16391304347826,679,0.3188405797101449,10,3,5,5,13,Loyal Customers
CUST03774,17,59,5619.0599999999995,95.23830508474576,288,0.3389830508474576,10,5,5,4,14,Champions
CUST03775,0,1,192.57,192.57,4,0.0,1,5,1,1,7,Recent Customers
CUST03776,34,5,384.56,76.912,31,0.8,4,5,2,2,9,Recent Customers
CUST03777,102,81,6843.07,84.48234567901234,402,0.3950617283950617,10,2,5,5,12,At Risk
CUST03778,13,1,173.29,173.29,5,1.0,1,5,1,1,7,Recent Customers
CUST03779,4,1,64.26,64.26,8,0.0,1,5,1,1,7,Recent Customers
CUST03780,452,4,439.46,109.865,14,0.5,4,1,2,2,5,Lost Customers
CUST03781,475,5,212.45,42.489999999999995,26,0.2,4,1,2,1,4,Lost Customers
CUST03782,91,33,2667.88,80.84484848484848,144,0.21212121212121213,9,3,4,4,11,Loyal Customers
CUST03783,90,23,2305.04,100.21913043478261,125,0.2608695652173913,7,3,3,3,9,Loyal Customers
CUST03784,67,1,23.24,23.24,7,1.0,1,4,1,1,6,Recent Customers
CUST03785,45,52,3807.99,73.23057692307692,251,0.21153846153846154,10,4,4,4,12,Champions
CUST03786,9,179,43557.84,243.33988826815641,888,0.30726256983240224,10,5,5,5,15,Champions
CUST03787,45,65,12625.97,194.2456923076923,308,0.3076923076923077,10,4,5,5,14,Champions
CUST03788,85,3,257.67,85.89,13,0.0,3,3,2,1,6,Potential Loyalists
CUST03789,77,28,3415.86,121.995,116,0.32142857142857145,9,3,4,4,11,Loyal Customers
CUST03790,26,68,5909.17,86.89955882352942,299,0.3088235294117647,10,5,5,4,14,Champions
CUST03791,50,11,1268.4299999999998,115.31181818181817,43,0.5454545454545454,5,4,3,3,10,Loyal Customers
CUST03792,217,7,495.34,70.76285714285714,37,0.2857142857142857,4,2,2,2,6,Lost Customers
CUST03793,47,64,4232.89,66.13890625,276,0.25,10,4,5,4,13,Champions
CUST03794,372,18,1708.87,94.93722222222222,79,0.2222222222222222,9,1,3,3,7,Potential Loyalists
CUST03795,54,11,823.64,74.87636363636364,67,0.36363636363636365,4,4,3,2,9,Loyal Customers
CUST03796,21,36,2510.95,69.7486111111111,193,0.4444444444444444,9,5,4,4,13,Champions
CUST03797,167,13,874.02,67.23230769230769,76,0.3076923076923077,6,2,3,2,7,Potential Loyalists
CUST03798,321,9,673.0400000000001,74.78222222222223,45,0.2222222222222222,6,1,2,2,5,Lost Customers
CUST03799,90,13,1471.41,113.18538461538462,61,0.15384615384615385,6,3,3,3,9,Loyal Customers
CUST03800,85,17,1882.56,110.73882352941176,111,0.35294117647058826,6,3,3,3,9,Loyal Customers
CUST03801,82,3,174.07,58.02333333333333,11,0.3333333333333333,3,3,2,1,6,Potential Loyalists
CUST03802,113,23,2785.02,121.08782608695653,127,0.21739130434782608,9,2,3,4,9,Potential Loyalists
CUST03803,152,13,1163.64,89.51076923076924,62,0.23076923076923078,7,2,3,3,8,Potential Loyalists
CUST03804,303,1,47.37,47.37,1,0.0,1,1,1,1,3,Lost Customers
CUST03805,46,73,7428.04,101.75397260273972,383,0.3287671232876712,10,4,5,5,14,Champions
CUST03806,191,10,821.25,82.125,51,0.6,7,2,3,2,7,Potential Loyalists
CUST03807,73,200,53430.26,267.1513,1018,0.28,10,3,5,5,13,Loyal Customers
CUST03808,70,18,1090.33,60.57388888888889,82,0.16666666666666666,6,4,3,3,10,Loyal Customers
CUST03809,443,9,1612.33,179.14777777777778,52,0.5555555555555556,6,1,2,3,6,Lost Customers
CUST03810,208,7,215.07,30.724285714285713,43,0.2857142857142857,7,2,2,1,5,Lost Customers
CUST03811,13,131,12337.58,94.17999999999999,635,0.33587786259541985,10,5,5,5,15,Champions
CUST03812,35,28,2253.53,80.4832142857143,148,0.32142857142857145,9,5,4,3,12,Champions
CUST03813,13,19,1737.01,91.42157894736842,93,0.3684210526315789,8,5,3,3,11,Loyal Customers
CUST03814,79,5,208.34,41.668,31,0.4,4,3,2,1,6,Potential Loyalists
CUST03815,19,113,27653.26,244.7191150442478,591,0.24778761061946902,10,5,5,5,15,Champions
CUST03816,29,25,1623.85,64.954,140,0.32,9,5,4,3,12,Champions
CUST03817,60,37,3410.11,92.16513513513515,177,0.3783783783783784,9,4,4,4,12,Champions
CUST03818,365,4,728.31,182.0775,23,0.25,3,1,2,2,5,Lost Customers
CUST03819,32,1,21.24,21.24,1,0.0,1,5,1,1,7,Recent Customers
CUST03820,151,4,1408.28,352.07,29,0.0,3,2,2,3,7,Lost Customers
CUST03821,72,51,5547.75,108.77941176470588,279,0.3333333333333333,10,3,4,4,11,Loyal Customers
CUST03822,48,145,11715.21,80.79455172413793,734,0.2620689655172414,10,4,5,5,14,Champions
CUST03823,201,39,11027.52,282.7569230769231,184,0.4358974358974359,9,2,4,5,11,At Risk
CUST03824,228,24,2066.0,86.08333333333333,121,0.16666666666666666,8,1,4,3,8,At Risk
CUST03825,120,5,843.12,168.624,29,0.2,4,2,2,2,6,Lost Customers
CUST03826,85,16,2541.95,158.871875,64,0.1875,7,3,3,4,10,Loyal Customers
CUST03827,155,1,50.81,50.81,1,1.0,1,2,1,1,4,Lost Customers
CUST03828,87,52,5462.84,105.05461538461539,260,0.2692307692307692,9,3,4,4,11,Loyal Customers
CUST03829,378,21,2710.05,129.05,117,0.14285714285714285,9,1,3,4,8,Potential Loyalists
CUST03830,40,1,202.97,202.97,4,1.0,1,5,1,1,7,Recent Customers
CUST03831,14,79,7886.06,99.82354430379748,372,0.4050632911392405,10,5,5,5,15,Champions
CUST03832,170,2,716.76,358.38,13,0.0,2,2,1,2,5,Lost Customers
CUST03833,44,17,3531.68,207.74588235294118,70,0.29411764705882354,7,4,3,4,11,Loyal Customers
CUST03834,31,21,3743.53,178.26333333333335,113,0.38095238095238093,8,5,3,4,12,Loyal Customers
CUST03835,116,34,2825.12,83.09176470588235,176,0.2647058823529412,9,2,4,4,10,At Risk
CUST03836,25,10,953.22,95.322,43,0.1,4,5,3,2,10,Loyal Customers
CUST03837,41,8,1283.97,160.49625,36,0.0,7,5,2,3,10,Recent Customers
CUST03838,305,19,4857.59,255.66263157894738,96,0.15789473684210525,9,1,3,4,8,Potential Loyalists
CUST03839,184,12,1665.18,138.76500000000001,70,0.5,6,2,3,3,8,Potential Loyalists
CUST03840,448,16,3580.5,223.78125,91,0.125,6,1,3,4,8,Potential Loyalists
CUST03841,37,21,1786.39,85.06619047619049,101,0.42857142857142855,7,5,3,3,11,Loyal Customers
CUST03842,67,32,11433.43,357.2946875,157,0.34375,9,4,4,5,13,Champions
CUST03843,100,13,3113.19,239.47615384615386,69,0.15384615384615385,6,3,3,4,10,Loyal Customers
CUST03844,122,55,14285.960000000001,259.7447272727273,294,0.2909090909090909,10,2,4,5,11,At Risk
CUST03845,118,11,695.61,63.23727272727273,49,0.09090909090909091,5,2,3,2,7,Potential Loyalists
CUST03846,376,25,2535.89,101.4356,121,0.44,9,1,4,4,9,At Risk
CUST03847,91,8,1326.81,165.85125,54,0.125,5,3,2,3,8,Potential Loyalists
CUST03848,206,5,1752.25,350.45,31,0.2,2,2,2,3,7,Lost Customers
CUST03849,84,19,1858.64,97.82315789473685,108,0.21052631578947367,8,3,3,3,9,Loyal Customers
CUST03850,1,11,736.37,66.94272727272727,64,0.45454545454545453,5,5,3,2,10,Loyal Customers
CUST03851,478,9,1141.5,126.83333333333333,53,0.5555555555555556,4,1,2,3,6,Lost Customers
CUST03852,47,1,107.25,107.25,1,0.0,1,4,1,1,6,Recent Customers
CUST03853,28,26,1849.28,71.12615384615384,123,0.2692307692307692,9,5,4,3,12,Champions
CUST03854,75,1,565.78,565.78,6,0.0,1,3,1,2,6,Potential Loyalists
CUST03855,60,34,3266.18,96.06411764705882,168,0.2647058823529412,10,4,4,4,12,Champions
CUST03856,53,88,9845.04,111.87545454545456,414,0.23863636363636365,10,4,5,5,14,Champions
CUST03857,345,27,3039.94,112.59037037037037,135,0.4074074074074074,8,1,4,4,9,At Risk
CUST03858,49,82,10019.8,122.19268292682926,431,0.32926829268292684,10,4,5,5,14,Champions
CUST03859,171,4,399.79,99.9475,20,0.25,2,2,2,2,6,Lost Customers
CUST03860,409,35,5400.31,154.29457142857143,174,0.37142857142857144,10,1,4,4,9,At Risk
CUST03861,221,2,212.12,106.06,17,0.0,1,2,1,1,4,Lost Customers
CUST03862,83,32,2823.98,88.249375,142,0.25,8,3,4,4,11,Loyal Customers
CUST03863,154,30,2440.7200000000003,81.35733333333334,165,0.4,9,2,4,3,9,At Risk
CUST03864,275,20,3075.23,153.7615,94,0.3,8,1,3,4,8,Potential Loyalists
CUST03865,64,22,7164.3,325.65000000000003,118,0.4090909090909091,9,4,3,5,12,Loyal Customers
CUST03866,399,1,61.09,61.09,6,0.0,1,1,1,1,3,Lost Customers
CUST03867,83,2,113.38,56.69,9,0.0,2,3,1,1,5,Potential Loyalists
CUST03868,467,5,390.7,78.14,27,0.4,2,1,2,2,5,Lost Customers
CUST03869,214,1,36.07,36.07,1,0.0,1,2,1,1,4,Lost Customers
CUST03870,77,13,1216.83,93.60230769230769,79,0.38461538461538464,3,3,3,3,9,Loyal Customers
CUST03871,89,102,11237.74,110.17392156862745,520,0.3431372549019608,10,3,5,5,13,Loyal Customers
CUST03872,333,2,41.41,20.705,10,1.0,2,1,1,1,3,Lost Customers
CUST03873,31,19,1436.68,75.61473684210527,103,0.15789473684210525,8,5,3,3,11,Loyal Customers
CUST03874,50,6,933.2600000000001,155.54333333333335,29,0.16666666666666666,6,4,2,2,8,Recent Customers
CUST03875,71,200,20060.22,100.3011,1009,0.27,10,4,5,5,14,Champions
CUST03876,89,4,390.94,97.735,17,0.25,3,3,2,2,7,Potential Loyalists
CUST03877,80,19,1544.6599999999999,81.2978947368421,112,0.3157894736842105,7,3,3,3,9,Loyal Customers
CUST03878,355,4,225.82999999999998,56.457499999999996,18,0.0,4,1,2,1,4,Lost Customers
CUST03879,119,3,136.13,45.376666666666665,16,0.6666666666666666,3,2,2,1,5,Lost Customers
CUST03880,24,91,7702.66,84.64461538461538,417,0.31868131868131866,10,5,5,5,15,Champions
CUST03881,96,22,1960.09,89.095,105,0.3181818181818182,6,3,3,3,9,Loyal Customers
CUST03882,67,45,5534.74,122.99422222222222,240,0.3333333333333333,10,4,4,4,12,Champions
CUST03883,28,127,13326.31,104.9315748031496,641,0.3464566929133858,10,5,5,5,15,Champions
CUST03884,80,2,214.82,107.41,14,0.0,2,3,1,1,5,Potential Loyalists
CUST03885,25,14,1309.14,93.51,66,0.2857142857142857,7,5,3,3,11,Loyal Customers
CUST03886,154,4,451.59000000000003,112.89750000000001,25,0.25,4,2,2,2,6,Lost Customers
CUST03887,34,11,2391.65,217.4227272727273,61,0.5454545454545454,5,5,3,3,11,Loyal Customers
CUST03888,64,26,3585.12,137.88923076923078,114,0.3076923076923077,8,4,4,4,12,Champions
CUST03889,229,5,315.6,63.120000000000005,33,0.4,4,1,2,2,5,Lost Customers
CUST03890,170,5,164.12,32.824,32,0.4,4,2,2,1,5,Lost Customers
CUST03891,87,1,40.1,40.1,7,1.0,1,3,1,1,5,Potential Loyalists
CUST03892,72,118,9257.73,78.45533898305085,572,0.2542372881355932,10,3,5,5,13,Loyal Customers
CUST03893,267,1,212.13,212.13,4,0.0,1,1,1,1,3,Lost Customers
CUST03894,104,14,1010.41,72.17214285714286,53,0.2857142857142857,6,2,3,3,8,Potential Loyalists
CUST03895,149,1,94.81,94.81,5,0.0,1,2,1,1,4,Lost Customers
CUST03896,37,1,318.34,318.34,2,0.0,1,5,1,2,8,Recent Customers
CUST03897,17,15,787.39,52.492666666666665,79,0.2,6,5,3,2,10,Loyal Customers
CUST03898,78,50,6062.19,121.2438,261,0.34,10,3,4,5,12,Loyal Customers
CUST03899,295,11,1417.01,128.8190909090909,61,0.2727272727272727,5,1,3,3,7,Potential Loyalists
CUST03900,60,16,1312.8899999999999,82.05562499999999,82,0.125,8,4,3,3,10,Loyal Customers
CUST03901,142,12,952.52,79.37666666666667,45,0.25,5,2,3,2,7,Potential Loyalists
CUST03902,80,110,11003.52,100.03200000000001,517,0.36363636363636365,10,3,5,5,13,Loyal Customers
CUST03903,40,60,5018.49,83.6415,265,0.43333333333333335,10,5,5,4,14,Champions
CUST03904,48,11,836.57,76.05181818181819,59,0.09090909090909091,3,4,3,2,9,Loyal Customers
CUST03905,48,4,227.97,56.9925,10,0.0,4,4,2,1,7,Recent Customers
CUST03906,27,23,1939.9,84.34347826086957,113,0.21739130434782608,10,5,3,3,11,Loyal Customers
CUST03907,43,11,1411.1299999999999,128.28454545454545,58,0.45454545454545453,7,4,3,3,10,Loyal Customers
CUST03908,142,1,140.89,140.89,6,0.0,1,2,1,1,4,Lost Customers
CUST03909,46,10,1207.78,120.77799999999999,48,0.2,5,4,3,3,10,Loyal Customers
CUST03910,396,72,6191.42,85.99194444444444,363,0.2222222222222222,9,1,5,5,11,At Risk
CUST03911,55,14,681.96,48.71142857142858,61,0.35714285714285715,7,4,3,2,9,Loyal Customers
CUST03912,13,67,6786.22,101.28686567164179,342,0.29850746268656714,10,5,5,5,15,Champions
CUST03913,107,50,4809.04,96.1808,224,0.34,10,2,4,4,10,At Risk
CUST03914,232,3,482.39,160.79666666666665,18,0.0,3,1,2,2,5,Lost Customers
CUST03915,50,41,5991.64,146.13756097560977,207,0.34146341463414637,9,4,4,5,13,Champions
CUST03916,311,35,3714.45,106.12714285714286,185,0.22857142857142856,9,1,4,4,9,At Risk
CUST03917,74,46,4206.68,91.44956521739131,198,0.2391304347826087,8,3,4,4,11,Loyal Customers
CUST03918,77,2,343.69,171.845,9,0.0,2,3,1,2,6,Potential Loyalists
CUST03919,86,14,931.6800000000001,66.54857142857144,72,0.14285714285714285,8,3,3,2,8,Loyal Customers
CUST03920,329,18,1163.27,64.62611111111111,97,0.5,8,1,3,3,7,Potential Loyalists
CUST03921,8,3,409.39,136.46333333333334,13,0.0,3,5,2,2,9,Recent Customers
CUST03922,374,17,994.18,58.48117647058823,92,0.35294117647058826,8,1,3,3,7,Potential Loyalists
CUST03923,55,4,270.35,67.5875,17,0.0,3,4,2,1,7,Recent Customers
CUST03924,72,2,291.1,145.55,14,0.5,2,3,1,1,5,Potential Loyalists
CUST03925,376,14,1730.6399999999999,123.61714285714285,74,0.2857142857142857,6,1,3,3,7,Potential Loyalists
CUST03926,35,67,6965.46,103.96208955223881,336,0.22388059701492538,10,5,5,5,15,Champions
CUST03927,11,104,9304.05,89.46201923076923,539,0.17307692307692307,10,5,5,5,15,Champions
CUST03928,344,1,162.93,162.93,9,0.0,1,1,1,1,3,Lost Customers
CUST03929,7,83,8318.58,100.22385542168675,378,0.2891566265060241,10,5,5,5,15,Champions
CUST03930,52,103,10919.29,106.01252427184467,521,0.33980582524271846,10,4,5,5,14,Champions
CUST03931,31,1,104.35,104.35,6,0.0,1,5,1,1,7,Recent Customers
CUST03932,104,200,18316.07,91.58035,1010,0.315,10,2,5,5,12,At Risk
CUST03933,226,6,1399.1399999999999,233.18999999999997,31,0.5,3,1,2,3,6,Lost Customers
CUST03934,430,6,1325.46,220.91,33,0.16666666666666666,4,1,2,3,6,Lost Customers
CUST03935,39,24,2573.94,107.2475,96,0.4583333333333333,7,5,4,4,13,Champions
CUST03936,106,14,1992.3400000000001,142.31,70,0.21428571428571427,6,2,3,3,8,Potential Loyalists
CUST03937,107,20,1516.36,75.818,91,0.35,9,2,3,3,8,Potential Loyalists
CUST03938,93,87,8193.56,94.17885057471264,399,0.3103448275862069,10,3,5,5,13,Loyal Customers
CUST03939,78,1,50.67,50.67,6,0.0,1,3,1,1,5,Potential Loyalists
CUST03940,35,14,1132.11,80.865,79,0.35714285714285715,8,5,3,3,11,Loyal Customers
CUST03941,54,67,6541.3,97.6313432835821,300,0.29850746268656714,9,4,5,5,14,Champions
CUST03942,55,1,68.69,68.69,6,0.0,1,4,1,1,6,Recent Customers
CUST03943,95,17,931.99,54.822941176470586,84,0.23529411764705882,7,3,3,2,8,Loyal Customers
CUST03944,375,19,1410.84,74.25473684210526,104,0.42105263157894735,4,1,3,3,7,Potential Loyalists
CUST03945,5,200,23311.13,116.55565,1034,0.29,10,5,5,5,15,Champions
CUST03946,257,1,47.59,47.59,2,1.0,1,1,1,1,3,Lost Customers
CUST03947,96,18,4986.24,277.0133333333333,77,0.2777777777777778,9,3,3,4,10,Loyal Customers
CUST03948,88,1,19.74,19.74,2,0.0,1,3,1,1,5,Potential Loyalists
CUST03949,355,53,5750.18,108.49396226415095,265,0.18867924528301888,9,1,4,4,9,At Risk
CUST03950,89,6,465.25000000000006,77.54166666666667,20,0.3333333333333333,4,3,2,2,7,Potential Loyalists
CUST03951,311,7,672.95,96.13571428571429,49,0.42857142857142855,5,1,2,2,5,Lost Customers
CUST03952,366,1,61.57,61.57,5,0.0,1,1,1,1,3,Lost Customers
CUST03953,93,43,2097.51,48.7793023255814,239,0.3953488372093023,10,3,4,3,10,Loyal Customers
CUST03954,100,2,127.68,63.84,15,0.0,2,3,1,1,5,Potential Loyalists
CUST03955,62,5,586.96,117.39200000000001,17,0.4,4,4,2,2,8,Recent Customers
CUST03956,77,200,21357.02,106.7851,1040,0.3,10,3,5,5,13,Loyal Customers
CUST03957,306,1,94.56,94.56,1,0.0,1,1,1,1,3,Lost Customers
CUST03958,83,28,6556.23,234.1510714285714,132,0.2857142857142857,9,3,4,5,12,Loyal Customers
CUST03959,74,52,5024.53,96.62557692307692,237,0.4230769230769231,10,3,4,4,11,Loyal Customers
CUST03960,24,38,1935.3400000000001,50.93000000000001,167,0.23684210526315788,10,5,4,3,12,Champions
CUST03961,72,51,4576.44,89.73411764705881,273,0.29411764705882354,10,3,4,4,11,Loyal Customers
CUST03962,219,21,2385.53,113.59666666666668,121,0.38095238095238093,8,2,3,3,8,Potential Loyalists
CUST03963,95,55,5686.79,103.39618181818182,226,0.2727272727272727,10,3,4,4,11,Loyal Customers
CUST03964,91,20,2039.6000000000001,101.98,86,0.2,8,3,3,3,9,Loyal Customers
